7F05DF86	62CB0DF1	1989 1995	
7A82A2A3	29AF08FF	2009 2013	2009 2011	2009 2014	
7A82A2A3	020AD5A1	2009 2012	
7A82A2A3	1455D39D	2009 2013	
7A82A2A3	827479CE	2009 2013	
7A82A2A3	119AB49D	2009 2013	
7A82A2A3	7E3BB59C	2009 2013	
778AB0C4	7FC09C16	2005 2005	
778AB0C4	7FE10030	2005 2008	
778AB0C4	8028804F	2005 2009	
778AB0C4	77BD42F1	2005 2011	
778AB0C4	7F4E5C0E	2005 2006	
778AB0C4	816E32B0	2005 2009	
778AB0C4	75923E7F	2005 2010	2005 2008	
778AB0C4	77221471	2005 2008	2005 2010	
778AB0C4	84BAA677	2005 2010	
778AB0C4	7EC892CE	2005 2010	
778AB0C4	7F072A6C	2005 2010	2005 2008	
778AB0C4	80D58ED8	2005 2006	
778AB0C4	84D0B555	2005 2006	
778AB0C4	14BCDC74	2005 2006	
7BF62A7A	8095CAA5	2008 2009	2008 2010	2008 2009	
7BF62A7A	7B34FF1D	2008 2009	
7BF62A7A	80E4E3E9	2008 2009	
7BF62A7A	8038ABBC	2008 2010	
7BF62A7A	85328CEE	2008 2009	
7BF62A7A	78A88C04	2008 2009	
7BF62A7A	7D85FDB5	2008 2009	
7BF62A7A	849F88F7	2008 2010	
7BF62A7A	7E098E5E	2008 2010	
7BF62A7A	10EBC610	2008 2009	2008 2010	2008 2009	
7BF62A7A	2A39C75B	2008 2009	2008 2010	2008 2009	
02164B8D	0B9370B1	2012 2014	2012 2015	2010 2012	2010 2015	2010 2015	2010 2012	2010 2014	2010 2011	
02164B8D	7E9876A7	2011 2013	
02164B8D	7EF9A66F	2011 2013	2010 2015	
02164B8D	7D8A194F	2010 2015	
02164B8D	8070463C	2012 2014	2012 2014	
02164B8D	7FAB7F4E	2012 2015	
02164B8D	7DA641E1	2012 2016	
02164B8D	75306C2B	2011 2013	2010 2015	
02164B8D	7D020684	2012 2016	
8095129C	7FF6D344	2014 2015	2014 2015	
8095129C	7E6B6C0F	2014 2015	
8095129C	80B331E0	2014 2015	
8095129C	7ED780B5	2014 2015	
8095129C	81212FE4	2014 2015	
8095129C	7CC80E7E	2014 2014	2014 2015	2014 2015	
8095129C	82E04689	2014 2015	
850F3171	7ED1C6C5	2012 2013	
850F3171	14BCDC74	2012 2013	
850F3171	7C8AFAED	2012 2013	
850F3171	7F5AD428	2012 2013	
850F3171	8361C27E	2012 2013	
850F3171	774515B3	2012 2013	
850F3171	7E16E3D6	2012 2015	
850F3171	7F7D23B4	2012 2013	
850F3171	7E20E79C	2012 2013	
850F3171	7A07BE0C	2012 2013	
850F3171	7E572D49	2012 2013	
850F3171	80B2CE5C	2012 2015	
850F3171	757E13D7	2012 2013	
850F3171	79DD2801	2012 2015	
0AF453ED	7EBD27F7	1998 1999	1997 1999	1997 1997	
0AF453ED	7D528174	1996 2000	
0AF453ED	80C0034C	1998 1998	1997 1998	1996 1998	
0AF453ED	765BB63F	1998 1999	1997 1999	1997 1997	
0AF453ED	805E3DBB	1996 2000	
0AF453ED	8111DA1E	1998 1998	1997 1998	1996 1998	
0AF453ED	0AF453ED	1998 1999	1997 1999	1997 1997	
0AF453ED	79D6F54A	1996 2000	
7F83B0CE	51D985F7	2008 2008	
7F83B0CE	84835476	2008 2012	
7F83B0CE	804E647C	2008 2013	
7F83B0CE	82E04689	2008 2012	
7F83B0CE	7EB0653B	2008 2012	
7F83B0CE	81378AB4	2008 2009	2008 2010	2008 2011	
7F83B0CE	8101B31B	2008 2010	
7F83B0CE	803119D5	2008 2013	
5B044A23	84AD6855	1971 1973	
5B044A23	85001D1A	1971 1973	
5B044A23	84D71EE4	1971 1973	
795F7D7D	8568694C	2007 2008	
795F7D7D	7F0589D2	1999 2001	1998 2001	
795F7D7D	7CED5271	2012 2012	
795F7D7D	799EFB29	2000 2001	2000 2002	2000 2004	2000 2002	2002 2003	
795F7D7D	773861DC	2000 2001	2000 2002	2000 2004	2000 2002	
795F7D7D	7F65F16B	2000 2013	
795F7D7D	850AED0B	2004 2004	
795F7D7D	8546DE48	1998 2004	
795F7D7D	81A98626	2012 2014	
795F7D7D	7E218FC4	2012 2014	
801DD6C0	76E42AF3	2008 2010	2008 2014	
801DD6C0	73F50573	2008 2010	2008 2014	
801DD6C0	80A157AC	2008 2014	
83C519B9	85065CF8	2012 2014	2012 2013	
83C519B9	7C7EE0D1	2012 2014	2012 2013	
83C519B9	851063FB	2013 2015	
83C519B9	8484B0AF	2012 2015	
83C519B9	03C0D031	2013 2015	
83C519B9	1EB3CBA4	2012 2015	
83C519B9	80654B3D	2012 2014	
83C519B9	857CC57C	2013 2013	
83C519B9	75923E7F	2013 2015	
7D1C56FF	84D64B10	2001 2006	
7D1C56FF	81197C3C	2001 2006	
7D1C56FF	11C7A6DA	2001 2006	
7D1C56FF	80C04576	2001 2006	
805235FE	862C1ED6	2011 2014	
805235FE	7A07BE0C	2014 2015	
805235FE	79D294F2	2014 2013	
805235FE	1BBDD3AC	2014 2015	
7D3EE6A2	78294D80	2009 2010	
7D3EE6A2	76E2EC6E	2009 2012	
7D3EE6A2	09F0BA79	2009 2012	
7D3EE6A2	8311D172	2009 2012	
7D3EE6A2	7E99B3C6	2009 2012	
7D3EE6A2	7EBAD5CA	2009 2010	
7D3EE6A2	7BC7E978	2009 2014	
7D3EE6A2	7FAF197C	2009 2010	
7D3EE6A2	80E7C369	2009 2014	
761DE7C7	7E06D55E	2013 2015	
761DE7C7	0072B820	2013 2015	
761DE7C7	7FE09953	2013 2016	
761DE7C7	80814C18	2013 2014	
761DE7C7	8145EC87	2013 2016	
761DE7C7	7E81BED3	2013 2016	
761DE7C7	7ED1C6C5	2013 2014	
75A65370	75F34F72	2010 2013	
75A65370	7BC90887	2010 2013	
6B14E95B	6B14E95B	2011 2012	
7FC70AF1	676CB8AF	2007 2012	2006 2012	
7FC70AF1	7BCC564D	2007 2011	
7FC70AF1	7BF33803	2007 2011	
7FC70AF1	8002D60F	2006 2012	
7FC70AF1	7EF9A66F	2006 2012	
7FC70AF1	1E0967A4	2006 2006	
7FC70AF1	74A29FA2	2007 2011	
7FC70AF1	7FC70AF1	2006 2007	
7FC70AF1	0B9370B1	2006 2008	
7FC70AF1	79B6D460	2007 2011	
7FC70AF1	7876F595	2006 2006	
7FC70AF1	81212FE4	2007 2011	2006 2011	
7FC70AF1	6B5E4A3D	2006 2012	
7BB9DF0E	3F17FFDE	2005 2013	
7BB9DF0E	76D56B49	2005 2013	
7BB9DF0E	84B865DB	2005 2014	
7BB9DF0E	80CCD1B5	2005 2014	
7BB9DF0E	51D985F7	2005 2014	
7BB9DF0E	7E218FC4	2005 2014	
7BB9DF0E	77221471	2005 2014	
7F3CA7E9	84BAEB6A	2008 2010	
7F3CA7E9	7BB46344	2008 2011	
7F3CA7E9	84B6AD87	2008 2010	
7F3CA7E9	804733F4	2008 2011	
7F3CA7E9	7E35FAF0	2013 2014	
7F3CA7E9	84EF39E3	2013 2014	
7F3CA7E9	79B2F9C5	2013 2014	
7F3CA7E9	7C0F1F9C	2008 2010	
7F3CA7E9	7E3886B1	2013 2014	
7F3CA7E9	8477C3C3	2013 2014	
7F3CA7E9	75E72E59	2013 2014	
7F3CA7E9	7F16A3E4	2008 2010	
7F3CA7E9	80197B9A	2008 2011	
80DAE23A	7F54ABB8	2009 2012	
80DAE23A	76853592	2009 2012	
80DAE23A	84D9D926	2009 2013	
80DAE23A	7D966B27	2009 2014	
80DAE23A	7E08FBE6	2009 2009	
80DAE23A	7CA57A2A	2009 2011	2009 2013	
80DAE23A	7FA2F4A8	2009 2015	
80DAE23A	823B5E1B	2009 2011	
80DAE23A	7AC66673	2009 2015	
80DAE23A	7E505286	2009 2011	
80DAE23A	8505D555	2009 2014	
80DAE23A	119654C5	2009 2015	
80DAE23A	851BB34A	2009 2015	
80DAE23A	84EA9B31	2009 2014	
80DAE23A	84C9CFBE	2009 2011	
80DAE23A	7AFAD970	2009 2013	
84F9E6D8	119AB49D	2014 2015	
84F9E6D8	7E17FC6C	2014 2015	
84F9E6D8	1455D39D	2014 2015	
861C306A	80A84EBE	2013 2014	
861C306A	2AE7B5AF	2011 2013	
861C306A	85820BD0	2011 2014	
861C306A	77EF2D57	2011 2013	
861C306A	77FCF47F	2011 2014	
861C306A	7F13D3CE	2011 2014	
861C306A	803119D5	2011 2013	
861C306A	2B9D8E01	2011 2013	
83E54CD4	51D985F7	2005 2011	
83E54CD4	7A838B21	2005 2011	
83E54CD4	81290874	2005 2011	
83E54CD4	CBABD90A	2005 2015	
83E54CD4	85128A7E	2005 2011	
83E54CD4	2AE58FEA	2005 2011	
83E54CD4	7E286F06	2005 2011	
83E54CD4	7D903A6B	2005 2011	
83E54CD4	771E2668	2005 2011	
83E54CD4	862B969D	2005 2011	
83E54CD4	80702954	2005 2010	2005 2008	
83E54CD4	81A98CFD	2005 2011	
7D350988	8464FA48	1993 1996	
7D350988	7C6D8808	1993 1996	
7D350988	856ACCC4	1993 1996	
7D350988	15A5A8AD	1993 1996	
7D350988	8632E918	1993 2003	
7D350988	7D43F4EF	1993 1997	
7D350988	7FFD365E	1993 1997	
763C4913	7E3F9AC9	2006 2007	
763C4913	78BDB00F	2006 2006	
763C4913	80A84120	2006 2007	
763C4913	83F83854	2006 2007	
763C4913	80E5C87A	2006 2007	
763C4913	80D26799	2006 2007	
763C4913	77C8C142	2006 2007	
816BCEBB	7B6844DA	2008 2010	
816BCEBB	78717D09	2008 2011	
816BCEBB	810D2DAB	2008 2010	
816BCEBB	7CD85EBC	2008 2015	
816BCEBB	7FD8C6F3	2008 2011	
81CD3D13	0B166F93	2014 2016	
81CD3D13	7DC6E7D6	2014 2016	
81CD3D13	8223579E	2014 2016	
7E6B6C0F	7584134F	2015 2016	
7E6B6C0F	72FE52A4	2015 2016	
7E6B6C0F	7F4CA361	2015 2016	
7E6B6C0F	7FC400DE	2015 2016	
7D60D9EB	10B5FEF8	2002 2012	
7D60D9EB	76475CCE	2002 2012	2001 2007	
7D60D9EB	7EE753E8	2008 2009	
7D60D9EB	7DE269D4	2001 2007	
7D60D9EB	80105417	2001 2007	2001 2007	2007 2007	
7D60D9EB	12A4F925	2002 2007	
7D60D9EB	0072B820	2001 2007	2007 2007	
7D60D9EB	7EE3840C	2008 2010	
7D60D9EB	80CC7AAE	2008 2010	
7D60D9EB	849892D6	2001 2002	
7D60D9EB	80B96CB2	2007 2008	2007 2010	
7D60D9EB	7FA685ED	2008 2010	
7D60D9EB	7876C4B0	2002 2007	
7D60D9EB	806738F5	2002 2005	
858CE875	02164B8D	2004 2010	2004 2010	
858CE875	75857F07	2004 2007	
858CE875	0B9370B1	2004 2008	2004 2010	2004 2007	2004 2010	2004 2008	2004 2006	
858CE875	86363E7F	2004 2006	
858CE875	7A90472D	2004 2008	2004 2008	2004 2006	
858CE875	705D641D	2004 2009	
858CE875	7FA685ED	2004 2009	
858CE875	7EF9A66F	2004 2008	2004 2007	2004 2008	2004 2006	
858CE875	84860B0E	2004 2008	
858CE875	7876F595	2004 2006	
858CE875	433999DF	2004 2006	
7DF00CE9	84CAA218	2008 2011	
7DF00CE9	78E09033	2008 2009	
7DF00CE9	7EFB5152	2008 2011	
7DF00CE9	69436AB9	2008 2011	2008 2013	
7DF00CE9	801DEEBB	2008 2011	2008 2013	
7DF00CE9	7D64B604	2008 2010	
7DF00CE9	7F4A3AA8	2008 2011	2008 2013	
7DF00CE9	7DB7E03F	2008 2009	
7DF00CE9	7E6F10AF	2008 2012	
7DF00CE9	81630144	2008 2011	
7DF00CE9	7E22B827	2008 2010	
7DF00CE9	7FEB8AC0	2008 2009	
7DF00CE9	7FA685ED	2008 2011	2008 2013	
7CE91ABE	7624B3DB	1995 2002	
7CE91ABE	7FCB5BB6	1995 2010	
7CE91ABE	0D54077C	1995 2005	
7CE91ABE	778AB0C4	1995 2005	
7CE91ABE	79D52A33	1995 2002	
7CE91ABE	14110F6D	1995 2002	
7CE91ABE	77221471	1995 2010	
7CE91ABE	84BAA677	1995 2010	
7CE91ABE	7DA26F8D	1995 2010	
80A76374	1EB3CBA4	2013 2015	
80A76374	00D940B5	2013 2015	
80A76374	84838F86	2013 2015	
7ED698A0	1409CC9E	2010 2011	
7ED698A0	800DAF99	2010 2011	
7ED698A0	0E249EE9	2010 2011	
7ED698A0	7631CE87	2010 2011	
7D016E2E	8484B0AF	2011 2014	
7D016E2E	7ED1B85D	2011 2014	
7D016E2E	7D62717D	2011 2014	
7D016E2E	7F283270	2011 2013	
7D016E2E	757E13D7	2011 2013	
7D016E2E	7F5AD428	2011 2013	2011 2014	
7D016E2E	7DC51E6A	2011 2014	
7D016E2E	850CC8E4	2011 2015	
7D016E2E	7DD53324	2011 2014	2011 2015	
7D016E2E	859AA511	2011 2013	
7D016E2E	7E494194	2011 2015	
7D016E2E	0D02BCA6	2011 2013	2011 2012	
829BC7CF	7B9D9C5D	2002 2003	
829BC7CF	271BC662	2002 2010	
829BC7CF	7CCEBFE2	2002 2008	
829BC7CF	8537E90F	2002 2013	
829BC7CF	499D5D3E	2002 2013	
829BC7CF	7A07BE0C	2002 2008	
829BC7CF	7EB8325E	2002 2013	
829BC7CF	119654C5	2002 2006	2002 2013	
78294D80	7FA8E995	2009 2010	
78294D80	7BC7E978	2009 2014	
78294D80	80422A5D	2009 2010	
78294D80	7E4E1011	2009 2014	
78294D80	75C1AE3F	2009 2012	
78294D80	801F9E7B	2009 2010	
78294D80	7EBAD5CA	2009 2010	
78294D80	01EC872F	2009 2012	
78294D80	75383056	2009 2012	
78294D80	83BB2CDA	2009 2012	
78294D80	7624B3DB	2009 2010	
84C54580	84E61BAA	2015 2015	
84C54580	84C54580	2015 2015	
84C54580	81BBF5DE	2015 2015	
777CFC21	777CFC21	1981 1981	
7A8B65BE	0A23C7CA	2002 2002	
7A8B65BE	00591EF1	2002 2002	
7A1FDDEC	7F1D3C7E	1988 1988	
7A1FDDEC	852438BB	1988 1988	
7A1FDDEC	832FF70F	1988 1988	
7A1FDDEC	800FD29D	1988 1988	
7A1FDDEC	82854ABE	1988 1988	
7A1FDDEC	7A71DBCD	1988 1988	
7A1FDDEC	7D1BF6D7	1988 1988	
7A1FDDEC	7E56FE9C	1988 1988	
7A1FDDEC	80DED6F8	1988 1988	1988 1988	
7A1FDDEC	7F031785	1988 1988	
7A1FDDEC	43AE89E0	1988 1988	
7A1FDDEC	847DEDF1	1988 1988	
7A1FDDEC	768DDE19	1988 1988	
7A1FDDEC	8138DDF3	1988 1988	
7F60946D	7AD1AD87	2012 2014	
7F60946D	7E3BB59C	2012 2014	
7F60946D	28F36486	2012 2014	
7F60946D	099A3D0C	2012 2014	
7F60946D	84B76F4B	2012 2014	
7F60946D	80814C18	2012 2014	
7F60946D	84EA0EBF	2012 2014	
8028983B	7DEE0A7F	2004 2009	2004 2005	
8028983B	7D2DD765	2004 2005	
8028983B	7E72EA1D	2004 2007	
8028983B	0E89C107	2004 2005	
8028983B	84D65E60	2004 2015	
8028983B	0B51051B	2004 2006	
8028983B	0B9370B1	2004 2008	2004 2007	2004 2006	2004 2007	
8028983B	80985171	2004 2008	
7788AC8C	7E592FE1	2002 2002	
7788AC8C	85F21B49	2002 2013	
7788AC8C	82EDF0B9	2002 2013	
7788AC8C	80345929	2002 2002	2002 2002	
7788AC8C	80BD6AC7	2002 2014	
7788AC8C	7D51F344	2002 2013	
7788AC8C	5F1C2BF3	2002 2007	
7788AC8C	8138179E	2002 2012	2002 2009	
7788AC8C	2978E5F9	2002 2005	
7F942C81	82B332F7	2009 2013	
7F942C81	7D47C95A	2001 2008	
7F942C81	7F942C81	2001 2002	
7F942C81	84F14A16	2009 2012	
7F942C81	84E754FE	2009 2013	
7F942C81	815F4B3F	2001 2012	
7F942C81	7F013622	2001 2008	
7F942C81	76EB290D	2001 2008	
7F942C81	808BD3DA	2010 2013	
7F942C81	797B6B95	2010 2013	
7F942C81	82C37D47	2001 2001	
7F942C81	7D6333FB	2009 2013	
845076E6	81256C2A	2005 2007	
845076E6	7FF74265	2005 2007	
845076E6	804733F4	2005 2011	
845076E6	7E1FD51A	2005 2007	
845076E6	757632F7	2005 2011	
845076E6	80197B9A	2005 2011	
845076E6	8138E6BB	2005 2007	
845076E6	7FCC0E91	2005 2007	
845076E6	7BB46344	2005 2011	
845076E6	7D72091E	2005 2011	
7E39073B	76C0A208	2007 2014	
7E39073B	84958182	2007 2014	
7E39073B	2A39C75B	2008 2009	2008 2010	2008 2009	
7E39073B	84D15D31	2007 2013	
7E39073B	2A517562	2007 2012	2007 2010	
7E39073B	47E0137F	2007 2011	
7E39073B	7CE98FA3	2007 2015	
7E39073B	7D85FDB5	2008 2009	
7E39073B	849F88F7	2008 2010	
7E39073B	7AFCFB58	2007 2013	
85B2504C	85B2504C	2007 2009	
85B2504C	7D90BAC0	2009 2011	
85B2504C	830A0EB0	2007 2008	
85B2504C	7D7EAEDA	2007 2009	
85B2504C	85676BAD	2007 2009	
85B2504C	83957B28	2007 2008	
85B2504C	7C731327	2009 2011	
85B2504C	7EBD82A2	2007 2008	
85B2504C	80B96CB2	2007 2009	
850971C6	84EF39E3	2014 2015	
8012EDC9	7AD1AD87	2010 2014	
8012EDC9	81457FAD	2010 2010	
8012EDC9	802BE8A6	2010 2014	
8012EDC9	81070114	2010 2014	
8012EDC9	7E93B345	2010 2013	2010 2012	2010 2015	
8012EDC9	28F36486	2010 2014	
8012EDC9	7F88B4BE	2010 2014	
8012EDC9	80BD3F41	2010 2010	
8012EDC9	8145EC87	2010 2010	
8012EDC9	80535E7D	2010 2012	
7F031785	80C2A6EA	1988 1988	
7F031785	8138DDF3	1988 1988	
7F031785	832FF70F	1988 1988	
7F031785	7FFB2D1E	1988 1988	
7F031785	7D1BF6D7	1988 1988	
7F031785	7F1D3C7E	1988 1988	
7F031785	82D2450D	1988 1988	
7F031785	847DEDF1	1988 1988	
7F031785	7E56FE9C	1988 1988	1988 1988	
7B0A42B7	7E42B492	2004 2004	
7B0A42B7	7FEB8AC0	2004 2004	2004 2003	
7B0A42B7	80DF92FA	2004 2006	
7B0A42B7	7E28D46E	2004 2013	
7B0A42B7	7DAA892C	2004 2003	
7B0A42B7	7876F595	2005 2006	2013 2014	2004 2006	
7B0A42B7	7AFA95D8	2004 2015	
7B0A42B7	7D8CF13C	2004 2004	
7B0A42B7	81674A06	2005 2006	
7B0A42B7	844704EB	2004 2011	
7B0A42B7	83C077FE	2004 2003	
80A03B2F	7FF8F6C5	2006 2007	
80A03B2F	5F1C2BF3	2006 2007	
80A03B2F	7BF72846	2006 2007	
80A03B2F	8045B6EA	2006 2007	
80A03B2F	278972A6	2006 2007	
850C6A99	7E7E6FF2	2014 2014	
850C6A99	5F653421	2014 2014	
850C6A99	7EB94431	2014 2014	
850C6A99	850C6A99	2014 2014	
850C6A99	80E881CC	2014 2014	
850C6A99	529C4C6F	2014 2014	
850C6A99	7CF23861	2014 2014	
850C6A99	80BD6AC7	2014 2014	
850C6A99	7CC884BB	2014 2014	2014 2014	
850C6A99	847F1EFA	2014 2014	
7DCB5D0C	8060ED77	2003 2009	
7DCB5D0C	8211366C	2003 2009	
7DCB5D0C	0D51713C	2003 2009	
7B504DCB	862AB760	2002 2004	
7B504DCB	7FB07F2B	2002 2004	
7B504DCB	84EA5411	2002 2004	2002 2009	
7B504DCB	7512C09C	2006 2010	
7B504DCB	84EC6DF4	2002 2009	
7B504DCB	7D86F0CB	2006 2010	
7B504DCB	7C2C6DB6	2006 2010	
7B504DCB	815F4B3F	2002 2004	2002 2009	
7B504DCB	8138179E	2002 2009	
7B504DCB	7EBD27F7	2002 2004	2002 2009	
8231DF39	82E04689	2010 2014	
8231DF39	77221471	2010 2014	
8231DF39	7F5AD428	2010 2014	
8231DF39	7E57D209	2010 2014	
8231DF39	86274245	2010 2014	
79EA6402	849C2B00	2008 2012	
79EA6402	7E3BB59C	2008 2011	2008 2013	
79EA6402	80D58ED8	2008 2011	2008 2013	
79EA6402	81630144	2008 2011	
79EA6402	7FA685ED	2008 2011	2008 2013	
79EA6402	7ED0E74E	2008 2012	
79EA6402	830A0EB0	2008 2012	
79EA6402	8635CFB3	2008 2009	
79EA6402	73B34D69	2008 2011	
79EA6402	7E22B827	2008 2010	
7E6A8EE7	7EAD46F4	2012 2014	
7E6A8EE7	7B74AEA5	2012 2015	
7E6A8EE7	0E1653CA	2012 2014	
7E6A8EE7	7D9BE912	2012 2014	
7E6A8EE7	853559A4	2012 2014	
7E51E26D	81674A06	2000 2002	
7E51E26D	782A3BDF	2000 2002	
7E51E26D	7F00F51A	2000 2014	
7E51E26D	7AED8EA4	2000 2002	
7E51E26D	3C59AB98	2000 2002	
7E51E26D	7F1C4B51	2000 2014	
7F40D101	31CC410F	2008 2015	
7F40D101	7CB9C8C0	2009 2011	
7F40D101	7D7E0ECA	2009 2014	
7F40D101	84995869	2008 2011	
7F40D101	8492183B	2009 2014	
6B5E4A3D	84FAF4D9	2012 2015	
6B5E4A3D	80B6AFF2	2012 2015	
6B5E4A3D	3BF2B353	2012 2015	
6B5E4A3D	795F7D7D	2012 2015	
0DD46E6C	852BBB47	2011 2013	
0DD46E6C	8414035D	2011 2013	
0DD46E6C	7BE0D9BC	2011 2013	
0DD46E6C	72F9A101	2011 2013	
0DD46E6C	83CBC302	2011 2013	
0DD46E6C	841F0B3A	2011 2013	
0DD46E6C	7EB982E9	2011 2013	
862427A8	7D2ACEFD	2012 2013	
862427A8	76475CCE	2012 2013	
862427A8	7F00F51A	2012 2014	
862427A8	2B9D8E01	2012 2013	
862427A8	848920DF	2012 2014	
862427A8	7B6E457A	2012 2013	
862427A8	851BC34F	2012 2014	
862427A8	84835476	2012 2013	
862427A8	795F7D7D	2012 2013	
862427A8	7FEED765	2012 2013	
862427A8	8477C3C3	2012 2014	
862427A8	804E647C	2012 2013	
862427A8	80F9E908	2012 2014	
862427A8	8109620D	2012 2013	
862427A8	81308498	2012 2013	
803C0724	804EB92D	2011 2012	
803C0724	7ACE5E6B	2011 2016	
803C0724	51D985F7	2011 2015	
803C0724	752F731A	2011 2016	
803C0724	80D58ED8	2011 2012	
803C0724	0B56A9C1	2011 2015	
803C0724	812DA911	2011 2013	
8477C3C3	7D82CA42	2014 2014	
8477C3C3	7DBBAAC3	2014 2014	
0DEE5010	81212FE4	2010 2012	
0DEE5010	03582282	2010 2013	2010 2012	
0DEE5010	80535E7D	2010 2012	
0DEE5010	0E884F80	2010 2014	
0DEE5010	80E696E7	2010 2014	
0DEE5010	7F60946D	2010 2012	
0DEE5010	81457FAD	2010 2010	
0DEE5010	7EDDAE96	2010 2014	
0DEE5010	7BE05298	2010 2014	
0DEE5010	7F60F4B1	2010 2011	
0DEE5010	0EF250B7	2010 2014	
0DEE5010	7CC80E7E	2010 2014	
7830534A	7D82CA42	2010 2013	2014 2014	
7830534A	7C41CD12	2010 2015	
7830534A	0072B820	2010 2014	2010 2011	2010 2015	
7830534A	6C19AD81	2010 2014	
7830534A	8101B31B	2009 2010	
7830534A	77221471	2010 2016	
7830534A	84EA9B31	2010 2014	
7830534A	8095129C	2011 2014	
7830534A	073BC207	2010 2013	
7A939360	8624E313	2012 2014	
7A939360	80E696E7	2012 2014	
7A939360	7E63F0C2	2012 2013	
7A939360	813A6EAD	2013 2014	2012 2014	
7A939360	013396E1	2012 2013	
7A939360	7A939360	2012 2013	
7A939360	84F4EEDE	2012 2014	
7A939360	8095129C	2012 2014	
7A939360	79FF6E3A	2012 2013	
7C857356	8584DFB9	2007 2011	2009 2011	
7C857356	77CFADBA	2009 2011	2005 2011	
7C857356	8045B19F	2009 2014	
7C857356	7F072A6C	2009 2010	
7C857356	7E22A7B0	2013 2014	
7C857356	7F477B32	2009 2014	2013 2014	2007 2014	2005 2014	
7C857356	0B56A9C1	2009 2010	
7C857356	798C6D44	2005 2008	
7C857356	753C6F3A	2014 2015	2013 2015	
7C857356	28F36486	2009 2014	2013 2014	2011 2014	
7C857356	805DC53E	2005 2010	
7C857356	7DB7E03F	2005 2010	2005 2011	2005 2009	2007 2011	2007 2009	2007 2010	2008 2011	2008 2009	2008 2010	2009 2010	
7C857356	7E8032E5	2007 2011	2009 2011	
7C857356	85561B06	2013 2014	
7F15045A	7EA4E305	2005 2006	
7F15045A	759E2957	2005 2006	
7F15045A	78F3F1D3	2005 2006	
7F15045A	80C7DF08	2005 2006	
7F15045A	7FD5DB56	2005 2006	
7876F595	00912FED	2002 2002	2002 2002	
7876F595	809F6BE5	2002 2004	
7876F595	095017BE	2002 2001	
7876F595	81674A06	2006 2006	2006 2007	
7876F595	7D296074	2002 2003	
7876F595	7EF9A66F	2006 2007	2006 2008	2006 2007	2014 2015	2010 2011	2010 2015	
7DA7A1A8	6DC4E18D	1997 2006	1997 2003	
7DA7A1A8	145FD00A	1997 1999	1997 1999	
7DA7A1A8	7E19205B	1997 2003	
7DA7A1A8	7E8B2C6E	1997 2014	
7DA7A1A8	03B080F4	1997 2013	
7DA7A1A8	123330D7	1997 2003	
7DA7A1A8	7E1FDE8B	1997 2014	
7DA7A1A8	84716CF3	1997 2003	
806F921C	7DEF8AC4	2012 2016	
806F921C	77257402	2012 2016	
806F921C	801F922A	2012 2016	
7987039E	761F790D	2011 2012	
7987039E	8473D920	2011 2012	
7987039E	7987039E	2011 2012	
7987039E	8130EB37	2011 2012	
7987039E	8471E773	2011 2012	
7987039E	816FD124	2011 2012	
7987039E	7F3B1F9E	2011 2012	
847E4403	0C9A6CF9	2008 2008	
847E4403	847E4403	2008 2008	
847E4403	86377615	2008 2008	
142B1360	16103EFA	2012 2012	
142B1360	75383056	2012 2012	
142B1360	0F972B34	2012 2012	
142B1360	01EC872F	2012 2012	
142B1360	142B1360	2012 2012	
489886F4	779EC06B	2004 2005	
7EC17D8F	7E48A821	2007 2015	
7EC17D8F	7F6A1BBA	2007 2010	
7EC17D8F	84BD6932	2014 2014	2014 2015	
7EC17D8F	7F656DAF	2013 2014	
7DB76D48	811F7FF4	2002 2009	
803BB183	7ED05CC4	2007 2010	
803BB183	7E100CE1	2007 2008	
803BB183	51D985F7	2007 2010	2007 2009	
803BB183	80B2CE5C	2007 2010	
803BB183	81535721	2007 2008	2007 2009	
803BB183	7EE2F95A	2007 2010	
803BB183	854D3B3C	2007 2008	
803BB183	7C3A12CA	2007 2010	
803BB183	8095CAA5	2007 2008	2007 2009	
803BB183	75880AE0	2007 2008	
803BB183	80D6A09A	2007 2010	
84D872F2	80547E01	1990 1990	
84D872F2	2376A65F	1990 1990	
7D349525	80E3D08F	2014 2014	
7D349525	7D349525	2014 2014	
7D349525	7D8915F9	2014 2014	
7D349525	7D51F344	2014 2014	
7D349525	84A2AB72	2014 2014	
7D349525	7EBB81D8	2014 2014	
265863A8	51D985F7	2015 2015	
265863A8	0ADE6018	2015 2015	
265863A8	811D8059	2015 2015	
265863A8	469CCEDE	2015 2015	
265863A8	78DD3259	2015 2015	
74C14265	850FB1D6	2009 2013	
74C14265	7A7719F8	2009 2013	
74C14265	74C14265	2009 2013	
74C14265	0519688B	2009 2013	
74C14265	84FD8C45	2009 2013	
7E56B241	7D6783CA	1999 2004	
7E56B241	096B1483	1999 2006	
7E56B241	84F52CB1	1999 2009	
7E56B241	7F00C490	1999 2009	
7E56B241	7E82435D	1999 2004	
7E56B241	847EEDCC	1999 2004	
7E56B241	8621D61A	1999 2004	
7E56B241	119654C5	2001 2008	
7E56B241	7E87EB39	1999 2004	
7E56B241	8484EEF0	2001 2008	
7E56B241	7FFDD71E	1999 2006	
7BE56FE4	824FAFD0	2002 2011	
7BE56FE4	77FE7021	2002 2011	
7BE56FE4	824EDAA8	1996 2002	
7BE56FE4	8060ED77	1996 2002	
7BE56FE4	7E8032E5	2002 2011	
