7A2A3AFA	7819DAB5	1999 2004	2004 2005	
7A2A3AFA	80B64BFD	1999 2004	2004 2005	
7D481C98	76DE201C	2005 2006	
7D481C98	809ACD6B	2005 2006	
7D481C98	77D05541	2005 2006	
7D481C98	024E43E5	2005 2006	
7FA81D31	77D05541	2012 2013	
7FA81D31	190CC491	2012 2012	2008 2008	2008 2012	
7C895851	79C65891	2006 2007	
7C895851	7DE96B56	2002 2004	
7C895851	7D83D942	2002 2006	
7C895851	8076C157	2002 2006	
7C895851	79AA9AEE	2002 2006	
816A9D6E	83B0D51B	2013 2015	
816A9D6E	7C7C7B6C	2013 2015	
14AF5293	1D2A14B4	2014 2014	2014 2015	
14AF5293	71EAEEE8	2014 2015	
7FCCFAC8	78781F39	2000 2002	
80D86A7B	5869B046	2014 2015	
80D86A7B	801E07D4	2014 2015	
7CE8B31A	8132AAE4	2000 2002	
7CE8B31A	7E3EE8A2	2000 2013	
4801D221	001F472E	2011 2015	
4801D221	2BB15874	2011 2015	
4801D221	84622263	2011 2015	
80B624C3	7CE80E31	2012 2013	
80B624C3	80FB3887	2012 2013	
056B2DAF	8359D325	1986 2011	
056B2DAF	815FAD48	1986 2011	
056B2DAF	85BA7EE1	1990 2004	1990 1999	
7E1DD9EA	7CC4AD31	2012 2014	
7E1DD9EA	77B5BE88	2012 2014	
04108C9E	4A1C278A	1986 2002	
04108C9E	4C206AB4	1986 1996	
7C4236B9	83A72B1F	1996 2002	
7C4236B9	7DB54482	1997 2005	
7C4236B9	829FD1AF	1997 2005	
8036D8DC	8023F50A	1998 2008	
8036D8DC	71F60790	1998 1999	1998 1999	
7D932ACE	7DDFD98B	1997 1999	
7D932ACE	815EC285	2010 2011	
7D932ACE	0C643EA1	2010 2011	
14BEEC70	8023B4CD	1993 2004	
14BEEC70	03712938	1992 1994	
14BEEC70	0667D9DE	1993 2004	
17A8A213	77D60AB1	1993 2004	
17A8A213	7EFA8287	1993 1998	
806AA450	7E27819A	2008 2015	
806AA450	8058D7B3	2008 2015	
806AA450	4A574861	2008 2015	
806AA450	80B288BE	2008 2015	
7D626CA9	7D626CA9	2004 2006	
8527E28F	0056D99D	2001 2001	
8527E28F	78200A39	2001 2001	
8527E28F	0FB0613C	2001 2001	
7D2C0333	7691D8BA	1992 1995	
7ED48B8B	79610A77	1990 1992	
7ED48B8B	79CE84A4	1990 1992	
7E1D9A42	7E61A405	2011 2011	
7E1D9A42	7E7681F2	2011 2011	
7D3B3F8F	7F1CC0AD	2006 2007	
7D3B3F8F	77EFF49E	2006 2007	2006 2010	
7D3B3F8F	7E1FA70D	2006 2007	
7EB1415F	7B4A535C	1999 2002	
7EB1415F	79F81B7C	1999 2000	1999 2002	
80FEB02B	2AEAA1AE	1992 2002	
80FEB02B	053AF322	1992 1999	1992 2012	
80FEB02B	84A00D01	1992 1998	
80FEB02B	80F1E8ED	1992 2007	
80FEB02B	8021A6BD	1992 2002	
78351D45	2A5EFA54	1991 1994	
78351D45	7D9DEA93	1991 1994	
311655DC	8014368F	2004 2011	
311655DC	311655DC	2004 2011	
311655DC	7DF1A1C9	2004 2011	
311655DC	2C0834FC	2004 2011	
0CF52553	7ECB5FF6	2008 2014	
7E25F90F	7D3BA682	2014 2014	
7E25F90F	7E05AAF2	2014 2014	
7E25F90F	7EE5D112	2014 2014	
7E25F90F	7FE366CF	2014 2014	
80AA2C7C	7EC97366	2012 2014	
80AA2C7C	7B9CECEB	2012 2014	
8103AEF1	80A8D360	2008 2010	
7DF9EBC7	835185F4	2011 2013	
28940EC8	80DAC4DE	1998 1999	
01DE615A	80DF503F	2005 2006	
7D2F8F72	783E12BF	1988 1990	
7D2F8F72	7EA71F2D	1988 1991	
28A735BF	80068EF3	1986 2012	
768F4C25	7FA4F1B0	1994 1994	
768F4C25	6C2BA29F	1994 1994	
768F4C25	7DF5EE6D	1994 1994	
85B168DC	80F4F8E1	2010 2012	
85B168DC	7FFE9B9A	2010 2015	
85B168DC	7E811E4A	2010 2015	
7A52B82A	7AF96802	2010 2012	
7DE92082	1D1D96CC	2008 2010	
76685B42	83F31E6C	1998 2013	
76685B42	7CE80E31	1998 2013	
7F6FE876	7F6FE876	2008 2011	
7F6FE876	7DB01B1B	2008 2011	
2930E90A	7FE1DC6A	2007 2009	
2930E90A	7F0A247A	2007 2009	
2930E90A	780967CE	2007 2009	
6D7450EF	5F0C4620	2005 2008	
6D7450EF	8498BE0B	2005 2006	
6D7450EF	7D4B1A77	2005 2008	
1354E882	76C9C51F	2007 2015	
1354E882	7CECC89E	2006 2008	2007 2008	
1354E882	757C7FA8	2006 2007	2006 2008	2006 2006	2007 2008	2007 2015	2007 2007	
7F805296	76CF9A6F	1999 2004	
7E964845	7E964845	1996 2000	
7E964845	7E41D1B1	1996 2000	
7FF21037	7F119A13	1992 1994	
7FF21037	7A0A764C	1992 1994	
767DBD84	7E67ADAB	1999 2007	
8151DA8E	80FE05D0	2011 2012	
858F1D55	7645456B	2005 2006	
858F1D55	7D587B4F	2005 2006	
7761ED27	7A8243B5	2014 2015	
7761ED27	7DC73ED9	2014 2015	
0ED20AAE	85E8B6DF	2015 2015	
0ED20AAE	0ED20AAE	2015 2015	
8027FD39	75B7052E	2004 2006	
849D7A25	7D51B978	2005 2008	
849D7A25	809233A7	2008 2012	
8134F55C	4B777C90	2007 2008	
8592B402	85D411FC	2002 2011	
8592B402	7F682D69	2002 2011	
8013794B	76476E72	1998 2002	
8013794B	83A72B1F	1998 2002	
2B2E17F3	7BEB83FB	1993 1993	
2B2E17F3	27EA4EEE	2000 2004	
2B2E17F3	7A4233D3	1993 1993	
2B2E17F3	48C226CB	2000 2005	
7E6EA6CE	7F9A7F74	2004 2007	2004 2007	
7E6EA6CE	10ADF5BF	2004 2007	2004 2007	
7ECEFD8C	77538ADB	1996 1999	
7ECEFD8C	8096E0B0	1996 1999	
7ECEFD8C	82C84692	1996 2000	
7ECEFD8C	7DDFD98B	1996 1999	
809DE9A2	728788AB	2003 2008	
809DE9A2	7AB44896	2003 2010	
809DE9A2	78088845	2003 2008	
119785D1	0F11FA35	2005 2006	
119785D1	7E8FE6DF	2005 2006	
7F52CC84	77178ED9	2007 2010	
7F52CC84	14CCBD42	2007 2010	
7F52CC84	7DD9DD48	2007 2010	
7F52CC84	7CBBA654	2007 2008	
71C6F856	26C729FA	2014 2014	
71C6F856	860AD9E0	2014 2014	
75EA79FC	75EA79FC	1993 1993	
7F565F90	80DC8ED0	2011 2013	
7F565F90	7FCA5492	2011 2013	
7F565F90	7D9E12F0	2011 2013	
7F565F90	7EE44808	2011 2013	
7F565F90	7E716C11	2011 2013	
0E1E327C	807024D0	2000 2002	
0E1E327C	7D481938	2000 2002	
0E1E327C	7F76644D	2000 2011	
854B9913	79FFC535	2007 2007	
854B9913	8096CAD9	2007 2007	
7524ECD6	14CCBD42	2008 2013	
7524ECD6	50BA9834	1993 1994	1993 1994	1993 1994	2008 2010	2012 2014	
7EF97E75	83CFEEC8	2012 2015	
7EF97E75	76D36103	2012 2015	
83197A61	83222697	2006 2011	
83197A61	7D6F71A4	2006 2011	
83197A61	8163B89A	2006 2008	
83197A61	803D189A	2006 2015	
6F535722	7789016B	2012 2011	
6F535722	7A41950C	2012 2011	
839C5372	0F5F6500	1998 1999	
839C5372	0C612CB0	1998 1999	
839C5372	6E761DFD	1996 1997	
7F37D27A	12048D80	2013 2014	
7F37D27A	04841212	2013 2014	
7E33A0AD	02C273A4	2010 2015	
06BB3AB6	475C808E	1993 2004	1993 2002	
06BB3AB6	7584F0E9	1993 2004	1993 2002	
8634AE94	757769EC	1997 2000	
8634AE94	7F2E2425	1997 2000	
8634AE94	8552B21C	1997 1997	
7DDD6D45	80D81FC2	1998 2011	
7DDD6D45	8320510C	1998 2011	
7DDD6D45	7BBC933B	1998 1998	
7DDD6D45	847143F3	1998 2013	
8615EF1E	8104FE74	1998 1999	1999 1999	
8615EF1E	80DB8867	1998 1999	1998 1999	1999 1999	
7E41F72C	02A6572C	2011 2015	
7E41F72C	77CBF2CF	2011 2015	
7E41F72C	829684D9	2011 2015	
857BF58A	80549104	2012 2011	
857BF58A	7DAB7ADE	2012 2011	
80B51D87	7E83493D	1990 1991	
80B51D87	03712938	1990 1991	
7753BC1D	78A6783D	1991 1997	1991 2006	
7753BC1D	149E278E	1991 1994	
7753BC1D	7F02F8F5	1991 1994	
798E76E5	7D1BB0A7	2012 2014	
798E76E5	3490D5EE	2012 2014	
798E76E5	85BDF203	2012 2013	
798E76E5	0DA45FBA	2012 2014	
798E76E5	78130359	2012 2013	
781AC471	7EE22DE0	2000 2011	
781AC471	8093C790	2000 2011	
781AC471	12E6E9B8	2000 2006	
781AC471	6C1541C9	2000 2006	
2B05DCDE	7E7D4F13	1994 1996	
2B05DCDE	80397538	1994 1996	
485169BF	7713AE8D	1990 1991	
731A42CC	7A118BAC	2007 2012	2007 2011	
731A42CC	4844CD7A	2007 2011	
77A38303	00151935	2006 2008	
77A38303	77A38303	2006 2008	
8590EC4D	804DEFCC	2004 2008	
8590EC4D	7D679C77	2004 2015	
8590EC4D	814882B7	2004 2012	
48F41661	7ED952D6	1994 1999	
48F41661	8094A17E	1994 2014	
7DD9320B	7DD9320B	1996 1999	
80CF50E0	85BA7EE1	1990 2004	1990 1999	
80CF50E0	7F36EDE5	1990 1991	
80CF50E0	1F711F1B	1990 2004	1990 1999	
80CF50E0	75673C7B	1990 1991	
7EEC4E39	7E61D5F6	2005 2006	
7EEC4E39	75F4C9FA	2005 2013	
7EEC4E39	77C15B36	2005 2013	
7EEC4E39	81215289	2005 2013	
52B942EE	8195CE00	2013 2015	
52B942EE	1AE43640	2013 2015	
52B942EE	7BBA4B01	2013 2015	
81525928	18D6188E	2002 2005	
81525928	7AA9F169	2002 2005	
81525928	6C5B8284	2002 2002	2002 2002	
81525928	81525928	2002 2002	2002 2002	
81525928	7EF67BA3	2002 2006	
7EC878F5	809233A7	2011 2012	
7EC878F5	812FEDBA	2011 2012	
80C37C30	83B98A9C	2010 2014	
80C37C30	7DC528A5	2010 2014	
7B669FEC	025FFB48	1993 2000	
7D5947EA	1B3DAD56	2005 2015	
850CA46F	803424C2	2007 2008	
804F5E3C	2507FD1F	2012 2015	
85EF1C0B	824BEDFC	1986 1990	
85EF1C0B	0FBD40F7	1986 1987	
7F0FC6D8	7D0DD4B2	2000 2002	
088BD5D5	7D6C12DF	2011 2013	
088BD5D5	810B9059	2010 2013	
7FD99BFF	8272807F	1991 1993	
7FD99BFF	79610A77	1991 1993	
7FD99BFF	7EE88C58	1991 1996	
7FD99BFF	4849F640	1991 1996	
7EF04BC9	7EA92D33	1987 1990	
7C0A79F8	63ACCC72	2014 2014	
7C0A79F8	76C9C51F	2014 2015	2014 2014	
7C0A79F8	7E5479EF	2014 2015	2014 2014	
7C0A79F8	757C7FA8	2014 2015	
8404D236	7E2B6024	2012 2015	2012 2015	
8404D236	00A930E8	2012 2014	2012 2015	2012 2015	
8561EE78	78F8749F	2010 2012	
8561EE78	7D3DB8E7	2010 2012	
7E3C12DC	7DDE6ED8	2005 2011	
7E3C12DC	851814F9	2005 2013	
7E3C12DC	13BB8307	2005 2011	
7F020024	7F020024	1986 1986	
7F020024	81306A4E	2004 2008	
7F020024	7DF1CAFD	2004 2012	
7D04B6F7	7FBC07D5	1996 2006	
7D04B6F7	6C5B8284	1996 2006	
0F8D1F0A	80B013FB	1994 2005	
0F8D1F0A	84F98CEB	1994 2008	
0F8D1F0A	79FFC535	1994 2007	
4BB000C3	4BB000C3	2010 2012	2010 2013	2012 2013	
4BB000C3	8538C8B7	2010 2014	
4BB000C3	7DB54482	2010 2012	2010 2013	2012 2013	
77F003F3	8457D572	2000 2012	
77F003F3	7F1279E5	2000 2012	
7CF3384F	48540573	2000 2007	2000 2007	
7CF3384F	7FA5EACA	2000 2007	
7CF3384F	7A118BAC	2000 2005	2000 2006	2000 2005	2000 2002	2000 2011	2000 2010	2000 2005	2000 2007	2000 2007	
709361D1	7CE81E80	1999 2014	
83022C28	859340AB	1987 1998	
83022C28	6D9F0C63	1987 1998	
7D16A6BF	863B4A7E	2008 2013	
7D16A6BF	03712938	2008 2010	
8055E241	81D1D5E7	2008 2010	
8055E241	7FE65996	2008 2010	
7D859FE8	7DB77E44	2004 2014	
7D859FE8	7CF374AD	2004 2014	
7D859FE8	85D565BB	2004 2014	
7D859FE8	7DE41B7B	2004 2014	
79917588	83F5DE02	1984 1987	
86386A02	7DB54482	2005 2011	
86386A02	8048CD60	2005 2015	
776C41C1	7BFAF7EE	1998 2005	1998 2005	
776C41C1	80DA529A	1998 2005	
7B6A50C5	6F6C3C90	1987 1989	
7B6A50C5	8014EB32	1987 1989	
7F25F844	8522E43B	1984 1987	
80BE7FA7	0A43A1A6	2007 2013	
80BE7FA7	009E62EC	2007 2013	
80BE7FA7	7539706F	2007 2013	
7487B876	7E7C8BC5	1998 1999	
771BADC7	0055CF35	1995 2000	
771BADC7	48C226CB	1995 2002	
771BADC7	85B2F427	1995 2000	
802085E0	82EBCD30	2002 2002	2002 2002	
802085E0	482E2065	2002 2002	2002 2002	
802085E0	0CE71FD2	2002 2002	2002 2002	
80E11C9C	7D404B2E	2011 2015	
80E11C9C	02D2E5B7	2011 2015	
80E11C9C	81A5C695	2011 2015	
80E11C9C	7ECF1CEA	2011 2013	
813CB3DD	813CB3DD	2014 2015	
813CB3DD	7AF9345C	2014 2015	
813CB3DD	7DB0B22C	2014 2015	
813CB3DD	83779960	2014 2015	
7AE49F43	7789016B	2012 2011	
7AE49F43	79BC884F	2011 2014	
7AE49F43	341D0A8B	2012 2011	
7AE49F43	775386A2	2012 2011	
7AE49F43	7740DFD9	2012 2011	
80C44C8B	7EF4802D	2007 2007	2007 2012	
80C44C8B	023BEF3E	2005 2004	
81502384	7FFFC55A	1991 1996	
6F204730	65C18801	2012 2014	
6F204730	6F204730	2012 2014	
7DEB3A9D	75309207	2013 2014	
7DEB3A9D	825C2028	2013 2014	
7DEB3A9D	7EB8CA65	2013 2014	
82F83CDA	78751011	1998 2000	1998 1999	
82F83CDA	7487B876	1998 2000	
7D807A15	7F3E429F	2011 2015	
7A98B107	01738385	1988 1990	
7E4F2D40	806DCF8E	2011 2013	
7E4F2D40	7E717172	2011 2013	
7E4F2D40	7EF88FAC	2011 2013	
7E4F2D40	80851FAA	2011 2013	
7F39294E	7F92A5AC	2005 2014	
7F39294E	7D7E027D	2005 2014	
7F39294E	78EEA14C	2012 2014	
2BB3FB8F	0A45DBD9	2002 2012	
1CC4276F	75A0A19D	1998 2015	
1CC4276F	245FB16B	2005 2008	
01BE49E1	7E443432	2008 2015	
01BE49E1	7D742EBA	2008 2013	
01BE49E1	772513A9	2008 2011	
86330A69	7FDA04AA	1980 1980	
862AAF6A	862AAF6A	1991 1994	
862AAF6A	025FFB48	1991 2000	1991 2002	1994 2002	
8028AB85	7F4D1062	2010 2012	
8028AB85	816D3B8B	2010 2015	
7FDA0FC0	274B6B41	1999 2000	
7FDA0FC0	8105DE2D	1997 2005	
7FDA0FC0	826EF11C	1999 2000	
78D386B6	85013148	2014 2014	
78D386B6	8549CDB4	2014 2015	
78D386B6	7A008195	2014 2015	
0138D719	7CBBA654	2012 2013	
0138D719	788C40E3	2012 2013	
7F5AE9F6	7F925FA3	2007 2010	
7F5AE9F6	7E08574C	2007 2009	
8036FC79	77CBF2CF	2014 2015	
8036FC79	7E7853FE	2014 2015	
7B46D9F2	7B46D9F2	2005 2006	2006 2008	
7B46D9F2	80BB3F53	2008 2012	
7B46D9F2	7F987AF2	2005 2006	
81431726	81431726	2014 2014	
8078D94B	0C1A0CEC	2011 2014	
8078D94B	8078D94B	2013 2013	2013 2014	2008 2013	
8078D94B	804F5E3C	2011 2012	
8078D94B	7D3CC8F6	2008 2013	
8078D94B	77F4D615	2013 2013	2013 2014	
8078D94B	7FCEFCB8	2013 2014	
8078D94B	7F762ADD	2011 2012	
7A9D3E62	82465DBA	1994 1999	
7A9D3E62	86360826	1994 1999	
7A9D3E62	81BE1E7A	1994 2000	1994 1999	
7A924969	7E008C79	2013 2015	
84838BBA	816C3E5E	2004 2005	
7EACF301	810B06C5	1994 1996	
7EACF301	80DDD75D	1994 2004	
7FBD0BF1	7D3A3B68	2002 2005	
7557C5F5	820A51AA	1994 1997	
7557C5F5	7F456B84	1994 2006	
7557C5F5	84CC3674	2010 2013	
7557C5F5	7CE80E31	2010 2013	
7557C5F5	83F31E6C	2010 2013	
85979943	80489461	2010 2015	
5DCD9E14	7CEEF33E	2007 2012	
79F8615B	7BBA4B01	2007 2015	
84045654	7A0979E5	1987 1994	
84045654	7C895851	1987 2002	
4C422EB0	80902738	2014 2015	
4C422EB0	7DA2BB9A	2014 2015	
4C422EB0	6D8FDA60	2014 2015	
108085DA	7EC74DCC	2010 2010	
6292475E	7FEFB779	1997 2002	
6292475E	75309207	1997 2002	
6292475E	7E64E05F	1997 2014	
6292475E	7571C7EA	1997 2002	
6292475E	7DA775AE	1997 2000	1997 2002	
7923B504	856276AE	1993 1994	
7F3873D7	7EE0A99F	2011 2013	
7F3873D7	8632D694	2011 2014	
7F3873D7	852CAB71	2011 2014	
2BD6C4BE	2BD6C4BE	1997 1999	
2BD6C4BE	81C3EB63	1999 2000	1999 2005	
761E2CBF	28BB7B2F	2011 2012	2011 2014	
761E2CBF	815CB1C1	2006 2008	
7DDC7850	8134F55C	2006 2007	
7DDC7850	14A17F87	2006 2007	
7DFA0158	7882559C	2005 2007	
7DFA0158	85183F07	2005 2007	
7DFA0158	7BCF9180	2005 2007	
7E4CBFC9	05BCC675	1991 1997	
7E4CBFC9	062A0022	1991 1992	1991 1991	
7E4CBFC9	7F5DAAD4	1991 1992	
7E4CBFC9	502ED9CB	1991 1997	
81981620	292C39AB	2012 2013	
81981620	78A6783D	2012 2014	
81981620	14CCBD42	2012 2013	
81981620	81981620	2012 2013	
7E7AC266	22718342	2006 2008	
7D28DABE	7D52C31D	2007 2007	
7D28DABE	7D28DABE	2007 2007	
7D28DABE	862CEAAD	2007 2007	
7D28DABE	251C0B93	2007 2007	
7F5DA32B	7EE857A4	2013 2014	
7F5DA32B	7F8008F5	2013 2014	
7F5DA32B	8165B71E	2013 2014	
7F5DA32B	80A0A7C8	2013 2014	
7F5DA32B	813AE32D	2013 2014	
5F84A355	6D5C9C16	2012 2013	
5F84A355	7B93C4E0	2012 2013	
5F84A355	7B874E6A	2012 2013	
80C2C7B5	78CB30DA	1998 1999	
80C2C7B5	7E644D4A	1998 1999	
80C2C7B5	7D347A8B	1998 1999	
812FEDBA	77178ED9	2012 2015	
7DA89423	0AA6D7A7	2006 2010	
7DA89423	81674CAF	2006 2010	
7DA89423	7E6E1724	2006 2010	
7EF6C8E3	8509D558	2004 2010	
7EF6C8E3	0FF8407C	2004 2006	
7EF6C8E3	77820EF9	2004 2010	
7C8EC07B	7A2777B8	1996 1999	
783BCCB8	2915A29A	1990 1995	
783BCCB8	443A3AD5	1990 1995	
783BCCB8	7A66274C	1990 1995	
82B1D9C9	7EEDF20C	1986 2012	1986 2011	
82B1D9C9	7625E72A	1986 2008	
7BBECF90	7F409E8D	2002 2005	
812C4614	806DCF8E	2011 2013	
7F58EFFC	7FE6CAC3	2008 2014	
7F58EFFC	761E97A3	2008 2014	
84B6214B	82B33CB0	2008 2014	
84B6214B	13F401AD	2006 2008	
84B6214B	832B3A41	2005 2007	
84B6214B	79C6CD81	2006 2008	
85C9A323	81306A4E	1992 1994	1992 1993	
80F0C6E4	8228B6E8	2014 2015	
80F0C6E4	8213BE2F	2014 2015	
80BE0BEA	7D8C58D3	2012 2012	
80BE0BEA	824627FF	2012 2012	
1133896B	28BB7B2F	1990 1992	
1133896B	14038EC3	1990 1991	
80F648C6	0C83F11A	2012 2015	
80F648C6	293B9D0D	2012 2015	
812B34E8	7E2CBDBB	2012 2015	
812B34E8	763DA754	2012 2015	
2A0FC38B	7C222F30	1993 1994	
81497D4A	28BB7B2F	2006 2007	
81497D4A	2839E363	2006 2007	
81497D4A	7E83BD65	2006 2007	
7DE44E16	01E4FE7D	2008 2011	
8282907C	7F7F9008	1992 1992	
750D146D	03DC2BE3	1996 1998	
750D146D	81C3EB63	1996 1999	1996 2000	
750D146D	221E66BA	1996 1998	
7DCC47C8	7F4BAE7E	2010 2012	2010 2012	
7DCC47C8	80B624C3	2010 2012	2010 2012	
060C38B0	860C7504	1986 1988	
7CE9D771	7FBDA4C8	2013 2014	
7CE9D771	7F524790	2013 2014	
7CE9D771	84CDF439	2013 2014	
22424BB0	7A1F8929	2002 2014	
7D587B4F	80E4B347	2007 2008	
7D587B4F	83D50CDD	2008 2010	
7D2AC8DB	7F275809	2002 2004	
862A5F67	2AB83412	1993 1998	1993 2001	
862A5F67	7BF9F2C6	1993 1998	1993 2001	
7F77639F	80DCC7AE	2012 2013	
7F77639F	7C16CB32	2012 2013	
7F77639F	02D2C557	2012 2013	
7F77639F	3CAB9298	2012 2013	
7F77639F	7FA8F055	2012 2013	
7E52C4EC	800836E7	2014 2015	
786CB141	82C84692	1998 2000	
786CB141	7B3A24F8	1996 1998	1998 1998	
786CB141	7A71572A	1996 1998	
786CB141	7DD50D87	1998 2010	
786CB141	4A179DE5	1996 1998	
7F98BAE4	80BDBDD0	1997 2006	
7F98BAE4	04C3D628	1997 2006	
5A4F9D8D	7ECB5FF6	2008 2014	
5A4F9D8D	8006A16C	2008 2015	
5A4F9D8D	7896B112	2008 2015	
5A4F9D8D	05C80196	2008 2015	
5A4F9D8D	7DA775AE	2008 2015	
7E618A9C	83C4637A	2004 2007	
7E618A9C	7F915A33	2004 2005	
7D52984E	7DD8DF57	2012 2011	
7D52984E	7DAB7ADE	2012 2011	
7D52984E	80549104	2012 2011	
0361EF31	7DB72CF5	2012 2013	
0361EF31	7CBBA654	2012 2013	
7CE51CFD	7D12035E	1996 1998	
7CE51CFD	8035DFE6	1996 1998	
7CE51CFD	7F08F36E	1996 1998	
7CE51CFD	1699F8CC	1996 1998	
83C66DF0	75CBECD9	2005 2006	
7E16975C	7E45E5A8	1994 1998	
7E16975C	7FBD0BF1	1993 2002	
7E16975C	7D205597	1993 1996	
7E16975C	0EC28728	1994 1998	
7E16975C	7FDFD138	1994 1998	
7E16975C	0519E002	1994 1998	
80C8A65B	7E5A6670	1986 1988	
53AFAE83	7F3102CB	2011 2013	
53AFAE83	8620E537	2011 2013	2011 2013	
73D2F7FC	0D19F9F4	1996 1999	
758D0975	745AAF29	2007 2008	
758D0975	7FFE6AE0	2007 2008	
80360D98	800836E7	2015 2015	
76B6B927	7EB43D7E	2007 2010	
76B6B927	82D3C513	2007 2010	
76B6B927	7EECF7D1	2007 2010	
76B6B927	07F92FC5	2007 2010	
4DCCEBCD	097E44DA	2012 2015	
4DCCEBCD	80372C2C	2012 2015	
4DCCEBCD	7E2B6024	2012 2015	
4DCCEBCD	00A930E8	2012 2015	
7F4A27F9	813A8D22	2009 2011	
74E8975E	7DF5EE6D	2008 2015	
74E8975E	7E0FCE9E	2008 2012	
74E8975E	7E05AAF2	2008 2015	
7C08B86C	7D7C0DD9	2010 2014	2010 2014	
7A00DB2F	00151935	2002 2006	2002 2008	
7A00DB2F	77A38303	2002 2006	2002 2008	
7F464924	7F04ACBD	2008 2008	
7F464924	81765183	2008 2008	
77713473	8136537D	2014 2015	
77713473	615A052A	2014 2015	
850EBA32	69101EE8	2015 2015	
850EBA32	05C80196	2015 2015	
2C0CC54E	2C0CC54E	1997 1998	
2C0CC54E	62976BB9	1997 1998	
2C0CC54E	7E61D5F6	1997 2006	1997 2004	
05BCC675	05BCC675	1990 1991	1990 1990	
05BCC675	7F5DAAD4	1990 1992	
05BCC675	78088845	1990 1999	
05BCC675	27C01028	1990 1999	
1699F8CC	8312C150	1992 1994	
7A56EEE7	7F472A22	2012 2014	
7A56EEE7	7C9F0B30	2012 2014	
7A56EEE7	785EF36E	2012 2015	
0B460340	1B3DAD56	2014 2015	
0B460340	01CA2A3A	2011 2012	2010 2012	
0B460340	4C112006	2011 2012	2010 2012	
19931D56	7E7C6B67	2006 2010	
19931D56	7B28F696	2006 2011	
19931D56	7C0A6A69	2006 2010	
25539018	7DA9E514	2001 2001	
25539018	0FB0613C	2001 2001	
25539018	78200A39	2001 2001	
7D400446	7EC79BF8	2010 2013	
7D400446	82202BD9	2010 2013	
7D400446	7EA89821	2010 2013	
7E264CDE	7A118BAC	2006 2007	
4BC1E8A5	7B7E1D59	2010 2014	
7D3CC8F6	4FE23C76	2000 2009	
7D3CC8F6	7E862E58	2008 2012	
7D3CC8F6	80187C1B	2012 2013	
7D3CC8F6	7FABCD4B	2013 2015	
7D3CC8F6	7A6882E9	2008 2010	2008 2010	
7F8D6E4E	77D8AE86	2011 2014	
7F8D6E4E	79BC884F	2011 2014	
817263AB	7F2E2425	1998 1998	
817263AB	77D60AB1	1998 2004	
78F94CF7	827D1D40	2007 2014	
78F94CF7	AAD04807	2007 2014	
78F94CF7	7B6EEEAE	2007 2014	
78F94CF7	7EAC3BFE	2007 2014	
7FE066E1	11880E3B	2008 2014	
7FE066E1	803F53A8	2008 2010	
7FE066E1	7A0838AF	2008 2010	
805DE0FB	7D095A21	2000 2011	
805DE0FB	8081AF99	2000 2005	
805DE0FB	782C7C4D	2000 2002	
82465368	7E8F3748	1996 2008	
803CE2D2	19A9D76E	1992 2003	
803CE2D2	7FF28BCB	1992 2003	
803CE2D2	7F055E41	1992 2003	
84A508FD	7EBB4B18	2011 2013	
84A508FD	7EEDF20C	2011 2012	
84A508FD	7321E834	2011 2012	
84A508FD	7FC4E13A	2011 2013	
01871A4A	17A8A213	1990 1993	
00AA5846	7D347A8B	1996 1998	
00AA5846	78CB30DA	1996 1998	
82E67B22	7FB7A070	2010 2012	
82E67B22	7CF658BB	2010 2012	
82E67B22	80DFBF5F	2011 2012	
295BAACF	7F36B9C7	2011 2012	
295BAACF	7FC14ACA	2011 2015	
295BAACF	7EDF1D46	2011 2012	
7E968B4A	819528F5	2006 2011	2007 2011	
7E968B4A	7655A6CD	2007 2013	
7E968B4A	75904DF8	2006 2011	2007 2011	
7E968B4A	3189C057	2006 2012	2006 2007	2007 2012	
82B77BEF	0FFEB5E1	1997 2001	
82B77BEF	0C1D247B	1997 2001	
79F83429	7F2453AB	1986 1987	
79F83429	815CA11D	1986 1994	
79F83429	7FE2ACE9	1986 1994	
7FE436DC	827F8AD1	2011 2014	
7FE436DC	8010C507	2013 2014	
850447E4	7B7E1D59	2010 2014	
850447E4	79F9A56A	2010 2014	
850447E4	863B4BE1	2010 2013	
850447E4	4BC1E8A5	2010 2013	
7FE17B4F	2B6D81BD	1997 2000	
7FE17B4F	7E13AC3D	1997 2004	
7B4A0717	48540573	2013 2007	
7B4A0717	7D8AD05F	2013 2007	
7C21D72A	7E15C49A	2015 2015	
7C21D72A	03DB03A9	2015 2015	
7D15B51C	80372C2C	1996 2014	
75F8E0D3	839D9D2E	1980 1986	
75F8E0D3	770496B2	1986 1989	
75F8E0D3	794F2F00	1986 1990	
75F8E0D3	0E26954A	1986 1990	
0AA6B941	812A8FAC	2005 2008	
7E1B42F5	07D1F319	2014 2014	
7E1B42F5	86211C9A	2014 2014	
7E1B42F5	7E1B42F5	2014 2014	
7E1B42F5	0F24917C	2014 2014	
6DBF9A41	7E228004	1986 1990	
7C6673A2	03DC2BE3	1997 1998	
7C6673A2	7CFC4E29	1997 1998	
7C6673A2	79F81B7C	1997 2000	
7C6673A2	7E9E4B9F	1997 1998	
76F845F7	824FFE4D	1992 1996	
76F845F7	79A2B590	1992 1996	
76F845F7	5C5325C8	1992 1996	
849B3686	7D592A5B	2003 2011	
7D9454BC	7678A5A8	2013 2014	
7D9454BC	810B9059	2012 2013	
